-- Logs begin at Thu 2016-10-27 16:09:44 UTC, end at Thu 2016-10-27 16:25:19 UTC. --
Oct 27 16:21:11 managesf systemd[1]: Started Zuul Server Service.
Oct 27 16:21:11 managesf systemd[1]: Starting Zuul Server Service...
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,341 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: NO_JOB>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,341 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,342 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,342 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,342 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,342 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,342 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,343 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,343 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: PRE_SLEEP>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,343 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,343 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,344 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,344 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,737 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,737 INFO gear.Server: Received packet from <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: SUBMIT_JOB_LOW function: set_description:managesf.sftests.com unique: 04bbdecd016948769c7b75115df7fecc>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,737 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7710 type: JOB_CREATED handle: H:192.168.122.10:6>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,738 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,738 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec75d0 type: NOOP>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,738 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,738 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,739 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,739 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,740 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7590 type: GRAB_JOB_UNIQ>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,740 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7710 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:6 function: set_description:managesf.sftests.com unique: 04bbdecd016948769c7b75115df7fecc>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,740 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,740 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,741 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,754 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,754 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7590 type: WORK_COMPLETE handle: H:192.168.122.10:6>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,755 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: WORK_COMPLETE handle: H:192.168.122.10:6>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,755 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,755 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,756 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,757 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,757 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7590 type: GRAB_JOB_UNIQ>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,757 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7650 type: NO_JOB>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,757 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,758 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,758 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,765 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,765 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>: <gear.Packet 0x1ec7590 type: PRE_SLEEP>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,765 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,766 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,766 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7210 name: managesf.sftests.com_manager host: 192.168.122.10 port: 58220>
Oct 27 16:24:51 managesf zuul-server[21124]: 2016-10-27 16:24:51,766 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,792 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,793 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7590 type: SUBMIT_JOB_LOW function: merger:update unique: 657b89761094436b926e5c1b12baf891>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,793 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7710 type: JOB_CREATED handle: H:192.168.122.10:7>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,793 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,793 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7550 type: NOOP>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,793 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,794 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,794 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,796 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,796 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7590 type: GRAB_JOB_UNIQ>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,796 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7710 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:7 function: merger:update unique: 657b89761094436b926e5c1b12baf891>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,797 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,797 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,797 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,989 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,990 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7590 type: WORK_COMPLETE handle: H:192.168.122.10:7>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,990 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7590 type: WORK_COMPLETE handle: H:192.168.122.10:7>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,990 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,990 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,991 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,995 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,996 INFO gear.Server: Received packet from <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: SUBMIT_JOB_LOW function: build:config-update unique: 8aefb8827d4d46f9bb5dadd1197f192d>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,996 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec75d0 type: JOB_CREATED handle: H:192.168.122.10:8>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,996 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,996 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7690 type: NOOP>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,997 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,997 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:25:01 managesf zuul-server[21124]: 2016-10-27 16:25:01,997 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:01,999 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,000 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: GRAB_JOB_UNIQ>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,000 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec75d0 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:8 function: build:config-update unique: 8aefb8827d4d46f9bb5dadd1197f192d>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,000 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,000 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,000 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,011 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,012 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7590 type: WORK_DATA handle: H:192.168.122.10:8>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,013 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7590 type: WORK_DATA handle: H:192.168.122.10:8>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,013 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,013 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7710 type: WORK_STATUS handle: H:192.168.122.10:8>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,013 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7710 type: WORK_STATUS handle: H:192.168.122.10:8>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,013 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,014 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,014 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,014 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,014 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,014 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,030 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,032 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7710 type: GRAB_JOB_UNIQ>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,033 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec75d0 type: NO_JOB>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,033 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,035 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec75d0 type: PRE_SLEEP>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,036 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,036 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,037 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,037 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,038 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,038 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:25:02 managesf zuul-server[21124]: 2016-10-27 16:25:02,039 DEBUG gear.Server: Polling 6 connections
Oct 27 16:25:10 managesf systemd[1]: Reloaded Zuul Server Service.
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,846 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,848 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec75d0 type: WORK_COMPLETE handle: H:192.168.122.10:8>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,848 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec75d0 type: WORK_COMPLETE handle: H:192.168.122.10:8>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,849 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,849 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: CAN_DO function: build:health-zuul-basic-1477584634-functional-tests:master>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,849 DEBUG gear.Server: Adding function build:health-zuul-basic-1477584634-functional-tests:master to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,849 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,850 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec75d0 type: CAN_DO function: build:health-zuul-basic-1477584634-unit-tests:master>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,850 DEBUG gear.Server: Adding function build:health-zuul-basic-1477584634-unit-tests:master to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,850 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,850 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: CAN_DO function: build:health-zuul-basic-1477584634-unit-tests>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,851 DEBUG gear.Server: Adding function build:health-zuul-basic-1477584634-unit-tests to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,851 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,851 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec75d0 type: CAN_DO function: build:health-zuul-basic-1477584634-functional-tests>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,851 DEBUG gear.Server: Adding function build:health-zuul-basic-1477584634-functional-tests to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,851 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,852 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: GRAB_JOB_UNIQ>
Oct 27 16:25:19 managesf zuul-server[21124]: 2016-10-27 16:25:19,852 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec75d0 type: NO_JOB>
